0,1,2
204,348,2
230,334,1
198,228,4
104,226,2
154,407,4
39,117,2
291,401,2
219,438,1
185,416,4
185,230,35
365,389,2
153,354,1
146,234,3
185,344,2
207,310,1
43,226,2
107,144,2
185,330,2
285,369,1
154,391,3
9,448,1
107,407,4
385,430,1
229,448,2
62,204,4
185,207,5
209,215,2
270,342,2
61,247,1
105,154,2
148,351,1
185,190,2
69,407,2
41,48,2
215,272,1
141,229,2
63,185,2
298,299,5
199,425,2
185,313,2
144,375,3
39,185,4
143,407,4
185,271,2
146,175,4
58,144,1
154,226,2
269,390,2
185,318,1
228,232,3
295,364,2
25,185,2
389,425,2
19,20,1
144,236,2
92,300,2
83,228,1
186,424,1
76,226,2
48,227,4
152,384,2
93,149,2
406,425,2
135,144,2
27,228,2
297,381,2
148,411,1
411,442,5
70,372,1
117,172,2
188,361,1
7,351,2
208,451,2
12,88,2
211,426,2
146,185,8
59,144,2
284,374,2
56,152,1
67,229,2
203,221,2
226,405,2
63,226,4
9,386,2
232,233,1
227,281,2
192,204,2
217,229,2
225,375,1
154,296,4
129,229,2
61,123,2
87,185,7
117,173,2
55,432,1
154,275,1
423,424,2
173,185,2
187,407,2
284,373,7
146,245,1
146,174,4
60,185,1
334,341,1
102,308,2
22,353,1
167,228,2
123,130,2
87,152,2
203,212,2
48,154,2
17,175,3
209,299,2
206,407,2
175,248,1
350,425,2
126,343,2
170,426,2
81,271,1
223,391,4
101,401,2
416,426,2
443,444,2
344,345,2
111,152,1
101,226,2
237,368,1
262,396,2
5,226,2
86,227,1
152,216,1
83,232,1
204,222,2
87,230,4
230,451,2
91,146,1
144,348,2
115,116,2
126,185,2
144,415,2
146,335,2
145,294,2
52,53,1
144,158,4
232,281,2
392,403,1
146,418,1
145,185,6
106,393,2
227,238,2
24,185,2
152,167,2
16,17,1
173,395,1
156,169,2
252,254,1
33,185,2
297,400,2
227,356,2
30,88,2
118,426,2
152,391,2
185,395,1
27,185,2
377,378,1
145,404,1
65,407,1
88,207,1
43,229,2
156,158,4
146,450,1
226,388,1
146,183,2
185,409,1
196,197,3
175,187,2
185,210,2
207,315,1
5,219,1
405,425,2
204,229,2
162,242,2
34,436,2
185,370,3
271,299,2
341,407,2
407,440,2
88,211,2
407,417,1
91,185,1
91,145,1
163,229,2
144,331,3
199,407,2
209,219,1
146,348,2
152,229,3
79,229,1
146,331,3
201,441,1
145,195,2
154,279,2
185,251,1
229,444,2
12,111,1
5,166,2
5,221,1
56,249,2
232,381,1
52,149,2
182,245,1
227,230,2
346,425,1
50,71,1
230,343,2
144,403,2
279,288,2
95,154,1
249,425,1
235,443,1
146,207,8
145,204,3
57,59,2
37,152,2
293,294,1
138,229,4
339,382,2
107,226,2
227,373,3
152,230,3
185,335,1
6,242,2
148,354,1
179,229,1
66,407,1
154,308,2
422,424,1
273,432,2
185,382,1
127,219,3
375,407,3
144,230,5
144,161,1
68,311,2
125,145,2
146,327,2
228,292,1
127,144,2
134,298,2
342,436,1
187,245,1
78,172,1
185,294,6
237,378,1
152,426,6
99,227,1
175,297,2
289,413,2
344,379,2
144,363,2
159,229,2
26,38,4
228,448,2
156,226,2
286,336,2
192,391,2
154,381,2
230,396,2
275,387,1
185,428,2
144,429,2
185,434,4
344,407,2
146,236,2
110,128,2
209,271,2
203,232,2
77,342,1
119,384,2
46,226,2
146,196,2
76,154,2
144,207,5
148,322,1
201,438,4
30,211,2
192,426,9
229,434,2
311,372,1
173,336,2
32,144,4
297,391,3
230,364,1
25,104,2
226,421,2
152,232,2
144,443,2
301,364,2
175,182,2
391,394,2
140,447,1
219,426,5
185,411,5
305,408,2
20,351,2
214,364,2
145,301,2
173,285,3
102,297,2
425,437,2
342,387,1
375,426,2
105,400,2
107,146,2
84,185,1
154,367,1
14,355,1
185,226,15
145,157,2
127,230,2
223,426,2
348,425,1
144,372,2
5,407,4
185,306,1
177,178,2
146,243,3
109,407,1
166,168,2
31,154,2
