0,1,2
670,708,1
1035,921,1
301,205,2
372,152,1
475,402,1
375,140,1
800,625,2
876,639,1
583,35,1
232,656,1
61,308,2
170,404,1
514,146,1
599,111,2
889,1207,1
636,883,1
670,651,1
848,1012,1
721,599,1
938,615,1
85,1087,1
59,554,1
1097,716,1
163,197,1
1216,644,1
438,404,1
11,428,1
988,875,1
440,126,1
1042,673,1
936,1198,1
1110,839,1
423,405,1
751,138,1
439,453,1
1169,1031,1
773,1172,2
443,122,2
831,652,1
1164,672,1
1084,693,1
1155,900,1
607,923,1
156,327,1
865,673,2
638,693,1
1008,497,1
96,314,1
590,936,2
827,910,1
1198,849,1
231,497,1
584,13,1
1011,778,1
1171,810,1
36,541,1
701,521,1
1037,1076,1
1040,792,1
952,648,1
942,878,1
85,554,1
204,86,1
799,1080,1
1216,899,1
800,1164,2
198,757,2
36,418,1
179,71,1
784,713,1
36,59,1
1101,777,2
733,1134,1
1166,870,1
448,340,1
695,1210,1
640,517,1
996,976,2
353,47,1
742,245,1
109,432,1
886,834,1
71,253,1
146,358,2
85,359,1
645,693,1
996,687,1
515,21,1
517,53,1
36,233,1
778,1200,2
36,311,1
289,585,1
12,126,1
5,462,1
728,834,1
178,253,1
839,870,1
43,567,1
544,269,1
340,61,1
773,752,1
163,305,1
962,783,1
616,533,1
383,441,1
603,640,1
590,601,2
471,428,1
590,1007,1
182,217,2
714,878,2
416,47,1
428,541,1
449,478,2
628,644,1
328,347,1
592,1214,1
1038,1179,1
1132,673,1
1002,1179,1
304,376,1
140,498,1
92,338,1
1181,154,1
1014,792,1
729,730,1
936,757,1
1129,1072,1
847,831,1
99,317,1
412,441,2
640,898,1
743,459,1
443,498,1
785,1179,1
398,1126,1
292,27,1
372,947,1
346,309,1
839,769,1
1113,769,1
595,1200,2
1181,1060,1
1181,146,1
437,384,1
696,839,1
491,381,1
384,451,1
1181,698,1
198,836,3
954,883,1
952,891,1
628,854,1
656,870,1
1167,620,1
875,700,1
890,498,1
584,327,1
830,898,1
1051,404,1
255,497,1
500,493,1
508,187,1
638,1200,1
1101,769,1
997,1031,1
1177,891,1
1072,919,1
176,127,1
11,870,1
358,585,1
122,233,1
292,700,1
136,289,1
250,338,1
495,404,1
671,783,1
628,1194,1
931,817,1
567,47,1
478,500,2
730,656,2
412,30,1
1181,1080,1
994,1184,1
1181,577,1
