0,1,2
4,40,147473
119,422,28
6,91,36450
14,78,34809
2,18,633071
20,90,45196
27,89,72600
21,51,21760
14,93,112554
21,46,174884
496,497,7598
1,141,140276
41,295,85
29,111,14791
0,133,224027
11,56,282198
7,88,178889
22,109,19550
37,60,88433
1,3,1839950
37,62,59654
23,48,50005
0,29,1039108
20,30,210216
55,192,81720
6,96,2340
8,50,10938
11,61,138389
400,443,6961
0,56,558990
7,34,58656
21,241,1140
8,24,100731
10,37,302787
4,16,365920
16,86,38569
76,103,725
37,40,246626
5,321,4816
9,319,44776
17,29,98293
0,81,129111
22,168,60600
16,89,37450
11,183,141616
241,366,13383
8,33,342779
6,8,399514
5,198,36694
2,201,150856
25,241,2775
148,386,19132
34,72,50005
10,90,34255
24,29,425732
3,72,37575
11,206,37333
7,182,50889
404,486,855
3,16,696785
25,128,29540
6,36,385889
1,117,120142
16,241,1862
11,27,222063
371,389,9
0,78,426824
27,53,72600
51,62,11143
14,139,70638
21,140,15618
20,27,138602
4,47,369351
7,93,115410
312,450,2218
33,253,14400
2,78,80429
1,138,38602
13,29,6369
4,58,22728
36,189,41671
16,35,43861
86,176,180
41,89,16150
5,74,145142
25,40,24592
37,127,1054
5,34,254322
0,132,104490
32,37,64684
0,62,346938
5,47,237593
43,59,456334
13,248,56933
15,178,29661
12,79,82402
48,81,25758
6,81,95592
5,124,56300
229,483,9414
108,354,21394
11,90,134817
7,86,38614
31,35,61248
27,97,79218
1,427,11305
18,70,112203
16,181,22977
2,72,28315
20,32,167271
1,85,354183
7,89,52850
7,18,546171
21,44,142000
9,62,357174
6,108,18042
5,237,59085
4,34,533320
147,224,44187
312,415,1548
0,183,112068
1,26,584843
108,487,1350
0,25,723262
1,18,686182
4,7,464061
20,460,18525
1,12,1403826
253,257,900
13,220,34716
2,42,514862
145,194,2032
18,172,5951
27,61,55338
9,105,156198
85,253,340
15,241,13882
15,164,370
21,62,229132
9,16,334742
9,32,740914
22,69,72900
15,99,60698
36,179,31981
17,50,247124
27,44,72950
3,181,1232
17,327,18250
20,21,345836
131,157,74
17,38,54780
36,90,81764
11,30,350785
192,487,5204
27,41,125596
51,88,91010
415,490,6645
12,19,467178
20,94,100080
0,157,43267
13,36,86978
39,44,49967
55,415,4970
24,143,85614
24,111,12245
29,50,62634
42,43,267179
10,33,119920
27,94,65650
482,483,1476
32,454,9414
12,175,92790
30,37,101038
10,233,15450
9,263,14687
2,257,90464
6,44,221771
7,87,93675
11,111,100818
20,89,25679
15,39,56171
17,179,5200
20,187,80712
3,4,1567073
0,86,647211
9,25,281997
50,80,14288
14,205,46437
1,44,521541
1,213,16498
108,350,1957
383,428,47
23,51,90117
8,18,53325
0,60,680280
22,68,120264
50,56,114195
396,482,4734
13,32,59401
7,150,253461
36,91,54500
1,69,153909
20,383,26020
0,17,503145
25,87,26099
42,121,152
80,205,1517
20,210,77030
8,43,432255
4,81,114565
5,11,153514
38,39,904306
23,70,96640
178,241,11072
61,95,788
11,40,219623
32,42,152
27,34,145251
9,40,161831
192,488,1642
7,51,318071
44,111,46040
0,71,164951
3,26,568655
17,22,364787
19,51,95334
7,56,139022
38,48,99837
16,100,30991
2,112,81528
6,49,86948
18,140,104880
11,46,191392
30,53,205
155,199,11084
121,237,696
189,382,808
9,26,206148
10,42,174152
15,86,39100
14,36,90700
14,187,67802
19,21,431591
9,48,258465
46,78,70
72,74,181944
8,63,98500
6,425,11362
348,352,16664
2,54,270516
38,45,1276157
0,120,36375
14,26,99293
43,49,152
11,53,211849
17,32,200633
2,77,318843
20,131,86868
14,39,98929
9,24,276847
5,345,20425
148,467,17800
6,274,35853
9,31,80860
28,71,42245
8,64,50005
0,65,124264
435,436,10809
7,147,4696
4,185,31806
22,48,160560
37,39,35663
15,53,94019
1,78,228213
20,205,85825
23,102,16439
24,98,192612
18,54,6900
23,65,284007
14,40,101315
5,315,49266
27,32,36048
10,43,105349
19,36,81493
414,482,4909
196,204,26875
11,292,64173
414,483,6300
19,56,121026
6,171,248047
184,401,8868
14,62,39828
24,60,19266
19,413,18525
24,135,10393
19,147,77
20,65,8700
7,12,231138
