0,1,2
217,216,1
212,189,5
100,76,2
262,232,6
1,156,4
49,42,1
181,187,1
204,124,1
7,101,2
175,43,10
97,185,1
223,132,1
108,3,2
170,216,11
159,199,1
58,13,5
113,12,1
252,272,1
246,136,3
14,24,2
19,73,4
199,43,8
89,6,6
262,43,18
56,57,1
99,102,2
83,85,4
133,127,5
42,43,7
244,282,1
85,174,1
0,130,2
66,105,1
11,175,14
58,32,5
141,201,2
128,83,4
57,23,4
110,11,1
51,85,1
1,159,4
142,123,2
41,83,4
1,11,6
137,11,1
168,275,4
107,113,1
112,0,11
183,116,1
1,172,1
152,43,15
62,92,3
60,48,1
238,113,1
208,72,2
66,8,4
110,192,2
113,2,1
11,153,3
201,43,2
85,189,6
194,212,7
83,117,3
51,98,5
89,212,1
149,117,1
131,11,1
85,190,1
283,220,1
45,78,1
133,13,1
74,22,2
117,161,4
51,32,3
115,117,4
144,218,1
195,177,1
204,108,2
192,13,1
83,179,1
227,228,11
115,21,1
15,1,4
135,140,2
190,118,2
126,4,3
212,136,1
1,175,14
85,11,25
186,43,6
162,270,1
85,188,1
141,168,1
108,85,3
283,267,1
68,20,1
141,107,1
213,217,4
203,251,2
10,11,2
213,43,5
18,79,3
8,235,1
116,124,4
138,134,1
206,204,1
187,43,10
1,184,2
194,217,7
58,63,1
282,198,1
140,0,3
217,130,1
26,38,1
250,96,1
116,181,2
109,5,1
1,161,12
149,38,1
124,231,4
117,171,2
115,131,1
19,131,1
203,232,1
108,117,1
51,8,2
52,74,4
171,253,1
228,144,2
97,201,5
89,131,3
203,204,1
94,71,1
56,59,1
225,189,2
150,199,1
101,131,3
177,196,3
224,38,1
204,171,1
236,43,23
96,220,1
19,11,5
219,1,1
89,129,5
1,153,3
228,254,1
107,129,4
82,64,4
146,149,3
227,122,1
52,22,4
8,217,1
37,42,1
204,201,1
5,33,3
118,83,1
136,184,63
109,102,2
89,30,1
90,22,1
112,123,1
203,189,2
136,11,3
215,2,1
19,88,2
41,97,2
101,134,1
80,189,1
86,108,3
169,254,1
82,34,1
89,72,1
62,93,1
217,202,1
197,116,1
158,199,1
191,268,22
64,19,1
194,249,1
112,148,7
81,6,1
161,162,1
198,43,2
193,225,1
142,108,1
58,12,12
100,21,2
171,263,1
205,83,6
219,117,1
130,131,3
30,65,3
198,83,1
120,123,4
122,117,1
132,71,4
141,156,1
147,199,1
120,108,3
279,276,6
7,212,1
196,43,8
278,245,1
180,230,3
1,150,1
124,11,7
161,43,29
27,121,10
57,86,1
14,22,3
15,18,1
180,274,8
167,232,4
