0,1,2
554,550,0.14286
501,499,0.2
193,16,0.5
441,440,0.052632
436,435,0.052632
287,285,0.33333
437,427,0.052632
518,2,0.5
190,187,0.125
398,397,0.25
174,173,1.0
402,45,0.16667
553,552,0.14286
254,253,0.5
354,51,0.25
458,65,0.33333
432,427,0.052632
574,12,0.5
440,435,0.052632
326,325,0.25
558,49,0.2
422,1,0.5
370,369,0.25
411,192,0.25
407,62,0.5
147,144,0.125
440,437,0.052632
474,24,0.5
244,243,0.5
155,153,0.25
298,297,0.33333
225,223,0.14286
325,323,0.25
190,188,0.125
445,428,0.052632
476,475,1.0
227,225,0.14286
539,6,0.5
443,430,0.052632
147,141,0.125
190,189,0.125
145,143,0.125
561,92,0.5
536,535,0.33333
313,115,0.5
521,1,1.0
369,302,0.25
340,339,0.5
191,183,0.125
342,341,0.33333
415,40,0.33333
212,46,0.5
444,436,0.052632
188,186,0.125
481,480,0.5
443,433,0.052632
439,430,0.052632
442,432,0.052632
223,100,0.78571
503,499,0.2
506,505,0.5
248,2,0.25
339,338,0.5
273,272,0.5
437,433,0.052632
539,3,0.8333299999999999
309,308,0.5
340,338,0.5
265,61,0.25
391,389,0.5
146,142,0.125
462,96,0.2
444,431,0.052632
344,343,0.33333
524,71,0.2
218,13,0.33333
132,131,0.33333
554,10,0.14286
503,500,0.2
305,303,0.25
182,181,0.25
186,183,0.125
316,114,0.2
440,78,0.052632
188,187,0.125
561,77,0.5
289,44,0.5
243,242,0.5
289,43,0.5
394,82,0.14286
360,84,0.33333
412,192,0.25
433,429,0.052632
145,142,0.125
570,569,1.0
286,284,0.33333
345,98,1.0
158,88,0.5
445,430,0.052632
395,26,0.14286
325,322,0.25
145,140,0.125
434,431,0.052632
210,209,0.5
540,3,0.33333
372,107,0.2
497,494,0.25
420,419,0.33333
128,111,0.33333
446,429,0.33333
293,292,0.75
437,430,0.052632
441,431,0.052632
202,106,0.5
473,24,0.5
465,325,0.25
538,41,1.0
226,100,0.14286
182,178,0.25
171,23,0.25
533,532,1.0
465,464,0.25
492,38,1.0
435,431,0.052632
487,486,1.0
356,355,0.25
204,20,0.5
326,322,0.25
393,50,0.14286
440,431,0.052632
523,70,0.2
466,465,0.25
369,368,0.25
444,428,0.052632
219,217,0.33333
189,187,0.125
305,304,0.25
372,106,0.2
184,183,0.125
275,89,0.8333299999999999
438,428,0.052632
361,360,1.0
214,6,0.2
229,223,0.14286
552,550,0.14286
395,82,0.14286
234,233,0.33333
240,239,1.0
227,103,0.14286
188,185,0.125
448,447,1.0
431,427,0.052632
436,427,0.052632
442,429,0.052632
565,562,0.33333
463,37,0.2
450,25,1.0
550,10,0.14286
229,228,0.14286
190,186,0.125
493,14,1.0
126,64,1.0
553,9,0.14286
147,143,0.125
481,479,0.5
522,71,0.2
415,116,0.33333
141,140,0.125
553,550,0.14286
227,113,0.14286
524,522,0.2
546,544,0.33333
349,348,0.5
119,118,1.0
299,298,0.33333
197,32,0.33333
188,183,0.125
517,516,1.0
360,87,0.33333
496,28,0.25
463,461,0.2
166,165,1.0
405,56,0.16667
367,4,1.0
554,549,0.14286
233,232,0.33333
440,429,0.052632
310,54,0.25
436,431,0.052632
186,184,0.125
126,21,0.5
438,78,0.052632
169,23,0.58333
524,69,0.2
442,433,0.052632
503,502,0.2
406,45,0.16667
205,34,0.8333299999999999
537,536,0.33333
283,53,0.33333
363,360,1.0
441,78,0.052632
460,96,0.2
172,23,0.33333
295,95,0.25
444,435,0.052632
222,221,0.5
384,23,0.5
360,106,1.0
439,435,0.052632
319,114,0.2
191,188,0.125
236,48,0.25
443,435,0.052632
259,72,1.0
304,302,0.25
439,429,0.052632
574,66,0.5
224,113,0.14286
434,430,0.052632
366,57,0.33333
188,184,0.125
435,433,0.052632
212,45,0.5
435,78,0.052632
443,428,0.052632
557,77,0.2
217,13,0.33333
228,103,0.14286
456,455,0.33333
191,190,0.125
406,405,0.16667
347,34,0.33333
566,76,0.5
568,567,1.0
440,427,0.052632
191,189,0.125
459,7,0.5
357,355,0.25
228,101,0.14286
445,442,0.052632
136,135,0.5
507,113,0.5
314,313,0.5
434,428,0.052632
537,535,0.33333
436,430,0.052632
436,428,0.052632
402,56,0.16667
324,322,0.25
552,9,0.14286
437,436,0.052632
401,397,0.25
441,427,0.052632
146,140,0.125
133,130,0.33333
502,500,0.2
440,436,0.052632
557,49,0.2
277,223,0.33333
318,114,0.2
318,317,0.2
148,140,0.125
248,6,0.25
429,428,0.38597
350,245,1.0
566,77,0.5
150,149,1.0
120,34,2.0
383,66,0.5
523,71,0.2
225,100,0.14286
385,23,0.5
556,555,1.0
393,26,0.14286
406,402,0.16667
348,34,0.5
155,154,0.25
372,37,0.2
438,431,0.052632
171,170,0.25
505,504,0.5
535,534,0.33333
565,563,0.33333
432,430,0.052632
296,85,0.2
438,427,0.052632
439,432,0.052632
267,265,0.25
177,27,0.33333
546,545,0.33333
509,155,0.33333
553,549,0.14286
330,68,1.0
393,82,0.14286
400,399,0.25
443,434,0.052632
154,153,0.25
230,102,0.14286
227,224,0.14286
301,177,0.33333
123,0,0.5
552,549,0.14286
121,11,0.5
431,78,0.052632
337,336,1.0
318,115,0.2
230,100,0.14286
394,177,0.14286
405,404,0.16667
543,542,0.33333
439,78,0.052632
346,65,1.0
277,103,0.33333
503,501,0.2
185,183,0.125
255,60,0.5
478,477,0.5
442,440,0.052632
435,428,0.052632
206,74,0.25
144,143,0.125
394,50,0.14286
550,9,0.14286
213,2,0.2
157,156,0.5
122,121,0.5
344,342,0.33333
559,558,0.2
468,467,0.5
501,498,0.2
430,427,0.052632
419,418,0.33333
189,186,0.125
189,188,0.125
437,428,0.052632
