0,1,2
52,85,1
283,182,1
206,85,3
11,159,4
11,177,3
40,43,10
62,40,1
260,171,1
12,72,10
89,47,5
212,216,12
212,205,1
230,43,25
3,172,8
2,154,1
192,13,1
56,32,12
207,139,1
2,185,17
159,43,29
5,24,1
89,30,1
101,131,3
11,157,2
203,251,2
112,114,6
69,25,4
149,141,2
190,243,10
30,47,1
116,162,3
122,97,2
59,6,1
15,72,2
71,129,5
190,185,3
89,186,2
52,13,2
70,40,1
141,129,1
203,1,6
123,0,1
277,276,4
118,141,2
83,186,1
95,43,1
47,43,4
206,225,3
1,181,4
37,48,2
128,83,4
11,173,2
171,231,4
15,83,1
226,43,8
152,166,1
89,76,1
204,110,4
97,201,5
84,43,9
159,188,6
64,10,7
229,196,9
244,268,3
1,165,14
104,8,2
89,212,1
118,85,5
33,73,1
92,85,2
203,171,2
1,161,12
140,0,3
210,73,6
236,177,1
124,89,2
123,106,9
12,74,20
71,131,5
118,3,4
59,43,10
208,22,1
225,194,1
135,140,2
39,21,3
198,144,1
100,113,2
92,43,5
227,254,5
58,70,1
171,169,1
69,4,1
169,117,2
2,160,4
30,34,10
110,11,1
187,43,10
40,47,3
57,45,2
190,115,1
132,218,1
181,274,8
141,244,3
193,11,7
217,136,1
62,208,1
257,124,2
17,42,1
206,171,2
96,165,3
211,72,6
99,100,1
7,2,1
124,83,4
94,62,1
120,97,2
274,268,1
168,268,9
151,248,16
53,21,9
224,55,1
171,219,2
171,191,7
57,19,4
5,73,11
85,162,1
209,47,2
1,185,2
130,92,1
76,33,1
129,46,2
85,187,1
176,252,4
118,83,1
85,2,3
56,57,1
1,157,2
161,43,29
30,3,1
66,97,1
49,47,1
244,186,1
62,70,1
1,166,5
216,205,1
159,199,1
39,43,4
136,200,4
62,11,2
98,5,10
240,83,5
70,93,1
12,33,3
124,159,1
148,38,2
150,158,1
53,39,7
120,114,1
112,139,10
132,199,2
12,87,1
176,182,12
225,147,1
170,136,61
256,171,3
260,141,2
219,251,3
62,224,5
102,101,6
51,98,5
128,116,6
208,5,2
46,34,1
79,189,1
49,2,1
30,65,3
13,2,2
53,55,3
277,272,22
169,1,4
126,38,1
11,165,14
30,57,8
244,237,1
115,0,5
89,74,1
253,176,1
3,150,5
45,43,9
55,43,6
206,3,3
122,201,11
86,235,1
176,165,3
171,136,4
62,2,1
133,13,1
34,42,16
61,40,1
231,196,1
132,71,4
1,168,2
171,200,3
216,136,3
208,47,1
65,68,2
60,48,1
58,48,1
11,150,1
240,11,2
153,159,1
200,4,2
85,186,1
139,0,3
31,28,1
64,97,2
256,176,1
169,255,1
148,197,1
99,102,2
252,272,1
203,85,3
3,173,17
105,2,1
186,220,3
155,43,15
191,43,22
161,274,3
129,212,2
229,188,22
103,221,1
70,92,4
19,1,6
55,39,2
1,184,2
5,71,1
225,165,2
88,59,4
171,262,4
62,214,1
26,28,2
85,154,2
14,16,2
92,24,1
203,230,4
57,6,1
44,43,8
171,83,9
124,117,6
171,95,4
7,101,2
228,136,2
31,32,1
192,194,6
58,98,1
19,11,5
262,43,18
28,34,11
116,178,3
148,3,1
208,72,2
52,45,2
225,144,1
283,220,1
254,116,1
148,198,1
167,233,22
110,192,2
178,179,1
58,104,1
141,190,4
258,183,1
2,194,1
267,43,25
49,42,1
8,107,2
110,144,1
202,147,1
11,153,3
7,213,1
205,66,3
149,27,2
8,212,4
238,113,1
117,193,24
81,6,1
26,2,4
183,193,1
29,31,3
66,62,2
92,47,3
97,197,2
53,10,1
18,58,5
131,76,1
186,159,1
147,186,1
240,15,1
102,190,1
115,99,3
215,238,2
120,83,1
195,177,1
120,123,4
279,43,18
265,43,18
116,152,2
136,211,1
156,161,1
3,161,1
190,201,7
25,50,1
12,5,1
58,90,1
23,43,8
190,107,1
214,97,2
186,218,1
0,9,1
14,23,1
109,107,4
217,73,2
124,3,1
171,252,4
113,1,1
34,43,10
146,121,11
205,94,4
89,13,3
176,43,14
124,266,2
194,212,7
206,43,7
181,43,10
174,175,1
213,47,1
134,106,6
131,43,4
136,111,2
206,189,2
221,111,5
1,11,6
120,108,3
124,150,1
148,139,2
61,47,1
117,160,6
0,6,3
164,43,29
17,74,4
97,124,2
61,46,3
144,190,3
71,213,1
118,89,2
89,6,6
136,98,1
136,12,1
170,212,22
179,230,1
198,43,2
137,121,4
136,129,1
70,20,3
11,174,10
266,43,18
1,174,10
11,180,6
116,172,3
110,83,3
136,168,1
88,211,2
66,58,1
256,1,7
223,83,4
6,72,1
180,274,8
70,21,2
246,11,27
231,233,7
26,19,2
183,255,1
227,136,2
180,43,10
138,134,1
258,166,6
277,267,7
99,18,1
157,162,1
206,244,1
252,248,22
147,38,1
0,71,2
180,181,1
110,85,7
217,84,1
32,67,2
0,128,2
203,225,3
204,197,1
201,226,1
5,87,1
201,225,3
124,171,4
8,102,1
1,167,2
171,128,1
55,21,3
290,43,1
10,13,10
30,44,3
25,48,1
99,101,13
135,0,1
190,140,1
92,234,1
17,22,7
83,1,25
51,47,1
136,83,1
291,43,1
26,31,3
1,151,4
203,244,1
237,43,10
162,275,1
49,43,12
225,97,1
2,188,1
275,43,29
13,74,2
117,161,4
200,85,5
10,11,2
37,43,9
106,6,4
66,217,1
35,43,7
68,85,1
41,16,1
7,234,1
214,122,1
198,122,5
219,117,1
74,43,3
175,176,2
116,156,1
283,267,1
197,84,2
81,45,4
273,267,16
28,32,8
136,71,1
277,273,1
82,83,1
110,5,2
116,165,1
280,43,18
213,43,5
62,1,3
7,192,6
57,86,1
225,189,2
132,196,1
57,81,1
117,151,2
129,11,2
223,117,2
113,72,3
113,85,3
92,46,1
90,11,1
108,113,3
102,136,4
277,43,22
102,107,5
95,59,1
3,158,12
200,11,5
62,17,2
198,85,8
143,144,14
65,31,7
116,155,1
212,71,1
131,13,1
85,174,1
136,176,1
86,43,3
11,181,4
206,193,3
141,115,2
198,201,9
225,202,1
118,204,2
243,198,1
20,73,3
69,50,2
137,0,1
144,140,4
11,166,5
154,188,18
117,181,2
202,1,2
89,46,2
61,2,1
83,150,1
200,5,2
75,3,3
3,177,2
252,152,1
131,83,2
92,2,2
161,268,1
284,43,1
1,164,7
98,106,1
157,268,16
110,171,7
190,119,2
177,218,8
11,152,9
29,37,3
234,84,2
283,275,1
72,43,3
30,72,1
117,159,2
26,20,4
69,12,1
57,2,5
260,184,5
141,185,3
203,204,1
2,124,3
179,43,10
11,160,9
107,3,1
126,4,3
148,85,2
107,113,1
195,218,8
49,45,4
117,175,1
217,131,3
107,0,9
86,45,4
163,272,23
247,124,28
89,129,5
90,42,3
110,232,1
110,1,2
148,214,1
159,196,23
51,36,1
134,0,7
133,127,5
276,164,2
158,199,1
2,158,12
83,174,1
238,213,1
83,157,2
51,31,1
7,212,1
271,270,2
15,115,2
97,118,1
91,47,1
197,104,3
194,96,4
203,117,6
193,169,1
141,147,2
61,19,1
134,104,1
124,41,1
14,18,5
171,1,10
147,146,4
86,3,3
225,110,1
5,46,8
138,127,9
120,117,2
223,85,2
58,63,1
209,113,1
104,51,1
247,189,1
165,166,1
141,172,1
96,226,1
62,93,1
132,43,5
8,235,1
225,83,4
240,23,2
18,69,2
35,48,1
206,232,1
197,85,2
133,38,1
149,121,4
116,192,1
149,201,3
129,73,3
239,171,2
40,48,1
244,274,4
171,263,1
67,78,2
116,166,1
233,43,25
248,43,8
131,209,1
83,188,1
141,243,5
141,107,1
11,164,7
112,148,7
224,190,4
238,89,2
40,46,1
100,97,4
2,116,1
89,2,8
168,272,7
26,36,2
276,267,1
39,40,2
11,116,72
194,84,1
279,276,6
94,141,9
24,189,1
180,233,2
3,188,1
0,114,2
149,198,2
