0,1,2
115,0,5
135,0,1
137,0,1
139,0,3
192,0,1
194,0,2
213,0,1
240,0,2
19,1,6
62,1,3
110,1,2
169,1,4
171,1,10
192,1,7
202,1,2
206,1,6
211,1,11
223,1,4
225,1,1
254,1,6
256,1,7
10,2,4
26,2,4
64,2,3
81,2,2
90,2,6
92,2,2
97,2,4
100,2,1
110,2,1
113,2,1
136,2,8
215,2,1
223,2,3
238,2,1
13,3,5
40,3,2
51,3,1
83,3,3
89,3,6
91,3,2
98,3,3
101,3,4
136,3,6
203,3,3
212,3,1
225,3,1
102,4,1
126,4,3
200,4,2
6,5,2
12,5,1
29,5,2
51,5,4
58,5,9
106,5,4
107,5,7
109,5,1
134,5,1
208,5,2
0,6,3
8,6,1
30,6,10
89,6,6
98,6,12
106,6,4
129,6,1
1,7,1
4,7,9
64,7,2
66,7,7
202,7,2
194,8,3
0,9,1
114,9,4
125,9,7
4,10,1
53,10,1
64,10,7
99,10,3
102,10,1
2,11,48
10,11,2
19,11,5
84,11,1
85,11,25
92,11,1
110,11,1
118,11,2
128,11,13
129,11,2
130,11,5
193,11,7
210,11,15
238,11,2
240,11,2
256,11,7
260,11,5
4,12,4
9,12,5
10,12,6
52,12,1
64,12,8
119,12,3
136,12,1
7,13,1
9,13,5
53,13,1
70,13,2
131,13,1
58,14,1
215,14,1
11,15,3
14,16,2
17,16,1
14,18,5
14,19,6
67,19,1
120,19,1
14,20,4
26,20,4
31,20,1
51,20,1
54,20,1
70,20,3
120,20,1
238,20,1
18,21,2
53,21,9
55,21,3
58,21,5
100,21,2
115,21,1
12,22,10
42,22,1
49,22,3
57,22,1
74,22,2
81,22,2
89,22,1
90,22,1
208,22,1
92,24,1
133,27,1
26,28,2
30,28,1
41,28,1
90,28,1
66,30,2
210,30,1
29,31,3
51,31,1
28,32,8
51,32,3
56,32,12
58,32,5
204,32,1
5,33,3
26,33,1
62,33,1
76,33,1
12,34,6
76,34,1
215,34,1
7,35,3
26,35,2
67,35,1
240,35,1
33,36,3
51,36,1
212,36,1
58,38,1
126,38,1
133,38,1
144,38,1
149,38,1
53,39,7
16,40,1
39,40,2
70,40,1
82,40,1
39,41,2
76,41,1
12,42,7
17,42,1
31,42,3
37,42,1
40,42,4
70,42,3
75,42,5
86,42,1
92,42,4
23,43,8
25,43,9
33,43,4
37,43,9
42,43,7
45,43,9
46,43,11
48,43,14
59,43,10
72,43,3
84,43,9
88,43,9
92,43,5
95,43,1
103,43,4
111,43,4
129,43,4
150,43,1
153,43,15
155,43,15
157,43,15
158,43,10
163,43,29
164,43,29
165,43,29
174,43,10
177,43,10
178,43,31
179,43,10
190,43,25
191,43,22
194,43,5
196,43,8
203,43,7
206,43,7
220,43,8
236,43,23
237,43,10
261,43,18
262,43,18
266,43,18
268,43,25
269,43,15
271,43,15
272,43,25
274,43,29
277,43,22
278,43,10
279,43,18
280,43,18
282,43,8
283,43,11
284,43,1
285,43,1
288,43,1
289,43,1
290,43,1
291,43,1
293,43,1
41,44,1
56,44,7
57,44,5
5,45,9
30,45,3
49,45,4
17,46,2
30,46,3
33,46,2
61,46,3
65,46,1
86,46,3
131,46,1
12,47,10
51,47,1
68,47,1
91,47,1
29,48,2
30,48,2
58,48,1
69,48,5
5,49,1
37,49,1
65,49,1
49,50,2
102,51,2
104,51,1
21,54,2
53,54,2
58,54,3
61,54,6
224,55,1
89,57,2
18,58,5
29,58,4
52,58,1
62,58,2
56,59,1
60,59,1
88,59,4
95,59,1
94,60,1
61,62,4
66,62,2
94,62,1
58,63,1
65,63,1
69,63,1
208,63,1
92,64,1
102,64,5
1,66,2
205,66,3
57,67,5
58,67,3
57,68,3
18,69,2
17,70,4
62,70,1
0,71,2
17,71,2
33,71,3
111,71,4
212,71,1
6,72,1
81,72,4
89,72,1
113,72,3
129,72,2
5,73,11
12,73,10
17,73,4
19,73,4
30,73,1
75,73,2
129,73,3
210,73,6
235,73,1
5,74,11
20,74,1
30,74,3
52,74,4
72,74,3
5,76,20
12,76,6
89,76,1
100,76,2
235,76,1
92,77,2
205,77,1
45,78,1
67,78,2
171,78,1
18,79,3
57,81,1
62,82,1
70,82,3
0,83,3
41,83,4
105,83,3
115,83,6
118,83,1
119,83,1
122,83,1
129,83,2
171,83,9
192,83,1
198,83,1
200,83,4
201,83,5
204,83,1
214,83,10
240,83,5
20,84,1
62,84,1
107,84,5
136,84,2
194,84,1
1,85,2
51,85,1
86,85,1
105,85,4
110,85,7
113,85,3
129,85,5
131,85,3
148,85,2
197,85,2
